ACK Flag Count,Active Max,Active Mean,Active Min,Active Std,Average Packet Size,Bwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Header Length,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Bwd Init Win Bytes,Bwd PSH Flags,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Min,Bwd Packet Length Std,Bwd Packet/Bulk Avg,Bwd Segment Size Avg,Bwd URG Flags,CWR Flag Count,Down/Up Ratio,Dst Port,ECE Flag Count,FIN Flag Count,FWD Init Win Bytes,Flow Bytes/s,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Packets/s,Fwd Bulk Rate Avg,Fwd Bytes/Bulk Avg,Fwd Header Length,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd IAT Total,Fwd PSH Flags,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Std,Fwd Packet/Bulk Avg,Fwd Segment Size Avg,Fwd URG Flags,Idle Max,Idle Mean,Idle Min,Idle Std,PSH Flag Count,Packet Length Max,Packet Length Mean,Packet Length Min,Packet Length Std,Packet Length Variance,Protocol,RST Flag Count,SYN Flag Count,Subflow Bwd Bytes,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Fwd Packets,Total Bwd packets,Total Fwd Packet,Total Length of Bwd Packet,Total Length of Fwd Packet,URG Flag Count
44.0,131.39468,65.69734,0.0,0.0,80.195656,11.0,0.015221316,880.0,1.3133369e+08,6.2568885e+06,0.0,2.7968024e+07,1.3139466e+08,65535.0,12.0,95.0,74.59091,66.0,9.556811,820.5,74.59091,0.0,0.0,0.80126953,50450.0,0.0,4.0,65535.0,28.075718,1.3139468e+08,1.3133368e+08,2.9198818e+06,0.0,1.9359108e+07,0.35009027,12.0,0.015221316,960.0,1.3133372e+08,5.712811e+06,17.881393,2.6782468e+07,1.3139465e+08,16.0,117.0,85.333336,66.0,15.595583,1024.0,85.333336,0.0,131.39468,65.69734,0.0,0.0,28.0,117.0,80.195656,66.0,14.120013,199.37477,6.0,0.0,4.0,1641.0,22.0,2048.0,24.0,22.0,24.0,1641.0,2048.0,0.0
1.0,1e-06,5e-07,0.0,0.0,67.0,1.0,1e+06,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,35860.0,0.0,0.0,65535.0,1.34e+08,1.0,0.0,0.0,0.0,0.0,2e+06,1.0,1e+06,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,1.0,1.0,74.0,1.0,60.0,1.0,1.0,1.0,74.0,60.0,0.0
1.0,0.00037193298,0.00018596649,0.0,0.0,67.0,1.0,2688.6565,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,46858.0,0.0,0.0,65535.0,360279.97,371.0,371.93298,371.93298,371.93298,0.0,5377.313,1.0,2688.6565,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.00037193298,0.00018596649,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,1.0,1.0,74.0,1.0,60.0,1.0,1.0,1.0,74.0,60.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,39044.0,0.0,0.0,0.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,17.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0
9.0,0.012643099,0.0063215494,0.0,0.0,87.5,5.0,79.094536,200.0,7931.9478,3141.9993,724.0772,2924.909,12567.997,65535.0,1.0,258.0,106.0,66.0,76.06313,530.0,106.0,0.0,0.0,1.5362319,44053.0,0.0,2.0,65535.0,69207.72,12643.0,7931.9478,1404.7888,19.073486,2406.3584,790.9453,5.0,79.094536,200.0,8671.045,3154.516,102.996826,3282.1135,12618.064,1.0,74.0,69.0,66.0,3.6878178,345.0,69.0,0.0,0.012643099,0.0063215494,0.0,0.0,2.0,258.0,87.5,66.0,56.937244,3241.85,6.0,0.0,2.0,530.0,5.0,345.0,5.0,5.0,5.0,530.0,345.0,0.0
7.0,4.972376,2.486188,0.0,0.0,72.125,1.5,0.4022222,120.0,4.970892e+06,2.4858605e+06,828.9814,2.4850315e+06,4.971721e+06,65535.0,0.0,74.0,68.666664,66.0,3.7712362,103.0,68.666664,0.0,0.0,0.55525607,143.0,0.0,2.0,65535.0,116.0411,4.972376e+06,4.969519e+06,710339.44,20.02716,1.7388028e+06,1.6088887,2.5,0.4022222,200.0,4.969811e+06,1.243094e+06,269.88983,2.151621e+06,4.972376e+06,1.0,99.0,74.2,66.0,12.781237,185.5,74.2,0.0,4.972376,2.486188,0.0,0.0,1.0,99.0,72.125,66.0,10.705577,114.609375,6.0,0.0,2.0,206.0,3.0,371.0,5.0,3.0,5.0,206.0,371.0,0.0
1.0,1e-06,5e-07,0.0,0.0,67.0,1.0,1e+06,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,46610.0,0.0,0.0,65535.0,1.34e+08,1.0,0.0,0.0,0.0,0.0,2e+06,1.0,1e+06,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,1.0,1.0,74.0,1.0,60.0,1.0,1.0,1.0,74.0,60.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,0.0,0.0,65535.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0,60.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,65535.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0,60.0,0.0
0.0,0.00048685074,0.00024342537,0.0,0.0,177.0,1.0,2054.0176,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,223.0,223.0,0.0,223.0,223.0,0.0,0.0,1.70229,53.0,0.0,0.0,0.0,727122.25,486.0,486.85074,486.85074,486.85074,0.0,4108.035,1.0,2054.0176,28.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,131.0,131.0,0.0,131.0,131.0,0.0,0.00048685074,0.00024342537,0.0,0.0,0.0,223.0,177.0,131.0,46.0,2116.0,17.0,0.0,0.0,223.0,1.0,131.0,1.0,1.0,1.0,223.0,131.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,65482.0,0.0,0.0,0.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,17.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0
9.0,0.005940914,0.002970457,0.0,0.0,206.3,6.0,168.32426,240.0,3341.9133,1188.1829,0.0,1154.848,5940.914,65535.0,1.0,288.0,104.333336,66.0,82.19016,626.0,104.333336,0.0,0.0,0.43562979,35615.0,0.0,2.0,65535.0,347252.97,5940.0,2879.858,660.10156,0.0,844.80084,1683.2427,4.0,168.32426,160.0,2879.858,1832.7236,1277.2084,740.8952,5498.171,1.0,1231.0,359.25,66.0,503.3157,1437.0,359.25,0.0,0.005940914,0.002970457,0.0,0.0,2.0,1231.0,206.3,66.0,347.82123,120979.61,6.0,0.0,2.0,626.0,6.0,1437.0,4.0,6.0,4.0,626.0,1437.0,0.0
11.0,0.003483057,0.0017415285,0.0,0.0,1262.0834,7.0,287.10413,280.0,1679.8973,580.5095,0.0,527.3129,3483.0571,65535.0,1.0,3230.0,519.1429,66.0,1106.7062,3634.0,519.1429,0.0,0.0,0.31569803,49869.0,0.0,2.0,65535.0,4.348192e+06,3483.0,1679.8973,316.64154,0.0,463.30927,3445.2493,5.0,287.10413,200.0,2104.044,739.51483,36.95488,822.7027,2958.0593,2.0,7306.0,2302.2,66.0,2928.59,11511.0,2302.2,0.0,0.003483057,0.0017415285,0.0,0.0,3.0,7306.0,1262.0834,66.0,2249.6245,5.0608105e+06,6.0,0.0,2.0,3634.0,7.0,11511.0,5.0,7.0,5.0,3634.0,11511.0,0.0
1.0,3.4093857e-05,1.7046928e-05,0.0,0.0,64.0,1.0,29330.797,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,54481.0,0.0,0.0,65535.0,3.754342e+06,34.0,34.093857,34.093857,34.093857,0.0,58661.594,1.0,29330.797,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,3.4093857e-05,1.7046928e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0
0.0,1e-06,5e-07,0.0,0.0,93.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,45168.0,0.0,0.0,0.0,9.3e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,93.0,93.0,93.0,0.0,0.0,17.0,0.0,0.0,93.0,1.0,0.0,0.0,1.0,0.0,93.0,0.0,0.0
0.0,307.67642,153.83821,0.0,0.0,116.5,1.0,0.0065003354,56.0,3.0767456e+08,3.0767456e+08,3.0767456e+08,0.0,3.0767456e+08,0.0,0.0,101.0,96.0,91.0,5.0,96.0,96.0,0.0,0.0,0.7007299,47726.0,0.0,0.0,0.0,1.5145781,3.0767645e+08,3.0767402e+08,1.0255882e+08,555.9921,1.4503834e+08,0.013000671,1.0,0.0065003354,56.0,3.0767587e+08,3.0767587e+08,3.0767587e+08,0.0,3.0767587e+08,0.0,157.0,137.0,117.0,20.0,137.0,137.0,0.0,307.67642,153.83821,0.0,0.0,0.0,157.0,116.5,91.0,25.154522,632.75,17.0,0.0,0.0,192.0,2.0,274.0,2.0,2.0,2.0,192.0,274.0,0.0
13.0,0.0051100254,0.0025550127,0.0,0.0,94.64286,8.0,195.69374,320.0,1162.0521,730.0036,123.97766,375.42328,5110.0254,65535.0,2.0,166.0,87.0,66.0,35.594944,696.0,87.0,0.0,0.0,1.1065183,59292.0,0.0,2.0,65535.0,259294.2,5110.0,1162.0521,393.0789,0.0,359.3489,2739.7124,6.0,195.69374,240.0,2013.9218,886.77405,0.0,753.21277,4433.87,3.0,177.0,104.833336,66.0,46.609787,629.0,104.833336,0.0,0.0051100254,0.0025550127,0.0,0.0,5.0,177.0,94.64286,66.0,41.628643,1732.9438,6.0,0.0,2.0,696.0,8.0,629.0,6.0,8.0,6.0,696.0,629.0,0.0
1.0,3.9815903e-05,1.9907951e-05,0.0,0.0,64.0,1.0,25115.594,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,36765.0,0.0,0.0,65535.0,3.214796e+06,39.0,39.815903,39.815903,39.815903,0.0,50231.188,1.0,25115.594,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,3.9815903e-05,1.9907951e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0
3.0,34.719364,17.359682,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32665.0,0.0,0.0,65535.0,5.011613,3.471936e+07,1.9863036e+07,1.7359682e+07,1.4856327e+07,3.5402778e+06,0.08640712,0.0,0.0,120.0,1.9863036e+07,1.7359682e+07,1.4856327e+07,3.5402778e+06,3.4719364e+07,0.0,58.0,58.0,58.0,0.0,0.0,58.0,0.0,34.719364,17.359682,0.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,174.0,3.0,0.0,3.0,0.0,174.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,15196.0,0.0,0.0,0.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,17.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0
1.0,0.0006210804,0.0003105402,0.0,0.0,59.333332,2.0,1610.0975,80.0,621.0804,621.0804,621.0804,0.0,621.0804,65535.0,0.0,60.0,60.0,60.0,0.0,120.0,60.0,0.0,0.0,2.0689654,43984.0,0.0,0.0,65535.0,286597.34,621.0,567.9131,310.5402,53.167343,257.37286,4830.2925,1.0,1610.0975,40.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,58.0,0.0,58.0,58.0,0.0,0.0006210804,0.0003105402,0.0,0.0,0.0,60.0,59.333332,58.0,0.94280905,0.8888889,6.0,1.0,2.0,120.0,2.0,58.0,1.0,2.0,1.0,120.0,58.0,0.0
1.0,2.7179718e-05,1.3589859e-05,0.0,0.0,57.0,1.0,36792.14,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,1.1111112,53302.0,0.0,0.0,65535.0,4.194304e+06,27.0,27.179718,27.179718,27.179718,0.0,73584.28,1.0,36792.14,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,2.7179718e-05,1.3589859e-05,0.0,0.0,0.0,60.0,57.0,54.0,3.0,9.0,6.0,1.0,1.0,60.0,1.0,54.0,1.0,1.0,1.0,60.0,54.0,0.0
1.0,0.0002219677,0.00011098385,0.0,0.0,60.0,1.0,4505.16,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,1.0,1776.0,0.0,0.0,65535.0,540619.2,221.0,221.9677,221.9677,221.9677,0.0,9010.32,1.0,4505.16,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0002219677,0.00011098385,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,6.0,1.0,1.0,60.0,1.0,60.0,1.0,1.0,1.0,60.0,60.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,65535.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0,60.0,0.0
15.0,0.951154,0.475577,0.0,0.0,232.4375,9.0,1.0513544,360.0,931444.9,118894.25,0.0,307134.38,951154.0,65535.0,3.0,129.0,78.55556,66.0,19.911533,707.0,78.55556,0.0,0.0,0.23472776,35102.0,0.0,2.0,65535.0,3909.9873,951153.0,931376.0,63410.266,0.0,231989.73,16.82167,7.0,1.0513544,280.0,931713.1,158471.86,0.0,345822.1,950831.2,2.0,2345.0,430.2857,66.0,786.8695,3012.0,430.2857,0.0,0.951154,0.475577,0.0,0.0,5.0,2345.0,232.4375,66.0,549.1378,301552.38,6.0,0.0,2.0,707.0,9.0,3012.0,7.0,9.0,7.0,707.0,3012.0,0.0
0.0,1e-06,5e-07,0.0,0.0,60.0,1.0,1e+06,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,45224.0,0.0,0.0,0.0,6e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,17.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0
1.0,1e-06,5e-07,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43355.0,0.0,0.0,65535.0,5.4e+07,1.0,0.0,0.0,0.0,0.0,1e+06,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.0,0.0,1e-06,5e-07,0.0,0.0,0.0,54.0,54.0,54.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,54.0,1.0,0.0,1.0,0.0,54.0,0.0
